time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-08-19T14:16:51.081Z,60.8101,-151.7359,82.7,1,ml,,,,0.23,ak,ak020anx44gd,2020-08-28T01:22:51.125Z,"27 km WNW of Nikiski, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-08-19T14:12:42.030Z,31.51,-115.6755,9.21,2.73,ml,12,159,0.1503,0.18,ci,ci39584344,2020-08-19T15:18:23.193Z,"88km ESE of Maneadero, B.C., MX",earthquake,0.39,31.61,0.146,53,reviewed,ci,ci
2020-08-19T14:11:21.600Z,38.1742,-117.889,8.4,1,ml,12,115.67,0.019,0.04,nn,nn00768661,2020-08-19T14:26:46.123Z,"30 km SE of Mina, Nevada",earthquake,,2,,,automatic,nn,nn
2020-08-19T14:10:20.405Z,66.3018,-157.3074,8.6,1.1,ml,,,,0.55,ak,ak020anx2rrd,2020-08-28T01:22:50.555Z,"65 km S of Shungnak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-08-19T14:09:58.675Z,54.3066,-161.217,5.7,1.7,ml,,,,0.37,ak,ak020anx2n0b,2020-08-28T01:22:59.090Z,"109 km SE of King Cove, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2020-08-19T13:58:42.880Z,39.3646667,-123.2486667,7.92,1.72,md,17,135,0.07179,0.08,nc,nc73446846,2020-08-27T07:41:03.600Z,"10km ESE of Willits, CA",earthquake,0.35,0.61,0.118,16,reviewed,nc,nc
2020-08-19T13:58:11.670Z,44.3246667,-115.0596667,9.42,2.34,ml,12,64,0.344,0.25,mb,mb80457974,2020-08-19T14:30:44.080Z,"15 km NW of Stanley, Idaho",earthquake,0.55,1.24,0.176,10,reviewed,mb,mb
2020-08-19T13:54:08.599Z,56.4792,-149.263,10,3.6,ml,,228,2.232,0.66,us,us6000bh37,2020-08-28T19:40:30.409Z,"222 km SE of Chiniak, Alaska",earthquake,5.1,2,0.043,70,reviewed,us,us
2020-08-19T13:50:15.460Z,38.8378333,-122.8268333,1.29,0.31,md,15,70,0.0068,0.02,nc,nc73446841,2020-08-27T05:21:05.688Z,"9km NW of The Geysers, CA",earthquake,0.25,0.45,,1,reviewed,nc,nc
2020-08-19T13:49:30.580Z,38.1857,-117.7257,13.1,0.7,ml,12,127.6,0.056,0.07,nn,nn00768659,2020-08-19T14:13:16.744Z,"40 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-08-19T13:49:12.380Z,36.7613,-115.8735,0.5,0.8,ml,9,207.23,0.1,0.14,nn,nn00768658,2020-08-19T14:13:07.293Z,"27 km NW of Indian Springs, Nevada",earthquake,,10.4,,,automatic,nn,nn
2020-08-19T13:44:26.260Z,51.3821,-175.7949,22.1,1.4,ml,,,,0.2,ak,ak020anwomyq,2020-08-28T01:21:09.039Z,"79 km SE of Adak, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-08-19T13:39:41.476Z,65.2949,-163.0256,1.7,1.3,ml,,,,0.49,ak,ak020anwnlkt,2020-08-28T01:21:07.464Z,"70 km NNE of White Mountain, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-08-19T13:36:44.770Z,37.6323333,-118.9113333,2.8,0.5,md,15,57,0.009163,0.02,nc,nc73446836,2020-08-19T18:14:03.390Z,"6km E of Mammoth Lakes, CA",earthquake,0.33,0.55,0.174,13,reviewed,nc,nc
2020-08-19T13:36:08.080Z,35.8816667,-117.677,10.08,0.56,ml,10,87,0.06954,0.05,ci,ci39584312,2020-08-19T13:42:08.035Z,"22km ESE of Little Lake, CA",earthquake,0.21,0.5,0.093,5,reviewed,ci,ci
2020-08-19T13:34:20.400Z,34.4533333,-119.1295,3.47,0.58,ml,13,114,0.01766,0.22,ci,ci37453173,2020-08-21T17:32:55.023Z,"10km E of Ojai, CA",earthquake,0.37,0.53,0.085,4,reviewed,ci,ci
2020-08-19T13:33:49.390Z,34.2981667,-118.4555,9.85,1.05,ml,49,36,0.02546,0.18,ci,ci39584304,2020-08-21T17:32:58.025Z,"1km SSW of Sylmar, CA",earthquake,0.16,0.32,0.144,21,reviewed,ci,ci
2020-08-19T13:31:15.768Z,56.8807,-154.5293,14,1,ml,,,,0.51,ak,ak020anwltug,2020-08-28T01:21:08.532Z,"23 km WSW of Akhiok, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2020-08-19T13:30:17.170Z,44.3698333,-115.2118333,10.3,1.83,ml,8,76,0.304,0.19,mb,mb80457964,2020-08-19T14:35:55.310Z,"27 km NW of Stanley, Idaho",earthquake,0.49,1.14,0.192,8,reviewed,mb,mb
2020-08-19T13:28:59.042Z,66.3191,-157.2666,5.1,1.5,ml,,,,0.56,ak,ak020anwla0d,2020-08-28T01:21:06.856Z,"63 km S of Shungnak, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-08-19T13:28:33.640Z,38.8026667,-122.8205,2.62,0.26,md,4,196,0.01976,0.02,nc,nc73446831,2020-08-27T04:36:04.545Z,"6km WNW of The Geysers, CA",earthquake,0.72,2.15,,1,reviewed,nc,nc
2020-08-19T13:15:38.170Z,38.7898333,-122.768,1.5,0.06,md,13,78,0.01257,0.02,nc,nc73446826,2020-08-27T04:20:04.276Z,"2km NW of The Geysers, CA",earthquake,0.27,0.53,0.2,2,reviewed,nc,nc
2020-08-19T13:14:13.970Z,35.09966667,-97.72483333,7.13,1.13,ml,28,80,0.115177398,0.5,ok,ok2020qhbk,2020-08-20T15:12:12.505Z,"7 km SW of Blanchard, Oklahoma",earthquake,,1.3,0.11,12,reviewed,ok,ok
2020-08-19T13:11:29.700Z,44.3753333,-115.1968333,5.29,1.49,ml,9,112,0.314,0.21,mb,mb80457959,2020-08-19T15:03:49.470Z,"27 km NW of Stanley, Idaho",earthquake,0.5,2.21,0.207,7,reviewed,mb,mb
2020-08-19T13:06:08.510Z,34.4403333,-119.1208333,5.74,1.58,ml,50,47,0.01419,0.28,ci,ci39584280,2020-08-21T16:40:53.890Z,"11km NNW of Santa Paula, CA",earthquake,0.25,0.63,0.146,17,reviewed,ci,ci
2020-08-19T13:06:05.319Z,67.3717,-156.1823,14.8,1.3,ml,,,,0.46,ak,ak020anwgg7l,2020-08-28T01:21:06.295Z,"60 km NNE of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-08-19T13:02:29.490Z,34.4508333,-119.124,3.67,1.48,ml,22,39,0.01781,0.25,ci,ci39584264,2020-08-19T15:39:12.430Z,"11km E of Ojai, CA",earthquake,0.35,0.78,0.122,26,reviewed,ci,ci
2020-08-19T13:02:15.760Z,34.4593333,-119.1116667,2.93,1.21,ml,12,63,0.03091,0.25,ci,ci39584272,2020-08-19T15:43:53.724Z,"12km E of Ojai, CA",earthquake,0.43,0.58,0.028,7,reviewed,ci,ci
2020-08-19T13:02:11.800Z,34.434,-119.1266667,5.09,0.99,ml,11,70,0.009416,0.23,ci,ci37452965,2020-08-19T15:49:56.486Z,"11km E of Ojai, CA",earthquake,0.49,0.84,0.116,6,reviewed,ci,ci
2020-08-19T13:01:13.800Z,38.3245,-117.9157,11.9,0.6,ml,10,163.78,0.12,0.04,nn,nn00768654,2020-08-19T13:04:45.430Z,"18 km ESE of Mina, Nevada",earthquake,,8.1,,,automatic,nn,nn
2020-08-19T12:59:38.436Z,53.8697,-166.7738,8,1.1,ml,,,,0.43,ak,ak020anw6g84,2020-08-28T01:21:05.787Z,"15 km W of Dutch Harbor, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-08-19T12:57:44.078Z,60.6619,-143.0025,13.5,0.6,ml,,,,0.45,ak,ak020anw60wg,2020-08-28T01:21:05.266Z,"86 km S of McCarthy, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-08-19T12:57:32.430Z,34.4395,-119.1043333,6.93,2.55,ml,93,44,0.02753,0.32,ci,ci39584256,2020-08-21T16:25:38.050Z,"10km NNW of Santa Paula, CA",earthquake,0.2,0.58,0.156,23,reviewed,ci,ci
2020-08-19T12:50:35.160Z,34.4361667,-119.1156667,7.2,1.54,ml,48,47,0.01806,0.27,ci,ci39584240,2020-08-21T15:40:58.870Z,"10km NNW of Santa Paula, CA",earthquake,0.26,0.48,0.189,16,reviewed,ci,ci
2020-08-19T12:49:27.650Z,38.2407,-117.8447,14.4,0.5,ml,10,89.22,0.016,0.07,nn,nn00768653,2020-08-19T13:03:05.593Z,"28 km SE of Mina, Nevada",earthquake,,8,,,automatic,nn,nn
2020-08-19T12:48:17.100Z,35.6365,-117.4593333,4.81,-0.2,ml,7,115,0.04995,0.12,ci,ci39584248,2020-08-20T21:29:21.552Z,"15km SSW of Searles Valley, CA",earthquake,0.38,0.42,0.025,2,reviewed,ci,ci
2020-08-19T12:48:06.714Z,54.2722,-160.5593,13.2,2,ml,,,,0.66,ak,ak020anw40cf,2020-08-28T01:21:04.719Z,"118 km S of Sand Point, Alaska",earthquake,,6.3,,,reviewed,ak,ak
2020-08-19T12:38:38.536Z,67.3361,-164.6974,19.5,1.7,ml,,,,0.4,ak,ak020anw1ybg,2020-08-28T01:21:04.117Z,"44 km S of Kivalina, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-08-19T12:36:56.907Z,67.3473,-156.1781,16.7,1.8,ml,,,,0.44,ak,ak020anw1k1o,2020-08-28T01:21:03.598Z,"57 km NNE of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-08-19T12:35:58.280Z,54.9706,-159.2254,30,2.1,ml,,,,0.79,ak,ak020anw1cdw,2020-08-28T01:21:07.977Z,"90 km ESE of Sand Point, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2020-08-19T12:35:13.381Z,60.5452,-151.1814,4.3,1.3,ml,,,,0.81,ak,ak020anw18x4,2020-08-28T01:21:03.073Z,"4 km ESE of Kenai, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-08-19T12:32:02.350Z,44.6158333,-110.7703333,3.15,0.67,md,10,172,0.05591,0.14,uu,uu60406327,2020-08-19T14:51:18.200Z,"26 km E of West Yellowstone, Montana",earthquake,0.4,2.69,0.488,7,reviewed,uu,uu
2020-08-19T12:30:32.610Z,52.03933333,-176.1416667,1.12,-0.61,ml,6,131,,0.15,av,av91003413,2020-08-21T04:00:03.660Z,"38 km ENE of Adak, Alaska",earthquake,0.35,0.81,0.165938995,6,reviewed,av,av
2020-08-19T12:29:38.700Z,44.6026667,-110.7785,6.68,0.53,md,7,131,0.0526,0.1,uu,uu60406322,2020-08-19T14:39:58.200Z,"26 km ESE of West Yellowstone, Montana",earthquake,0.73,2.05,0.286,6,reviewed,uu,uu
2020-08-19T12:26:47.195Z,60.1105,-150.2365,40.7,1,ml,,,,0.34,ak,ak020anvze0r,2020-08-28T01:21:02.522Z,"44 km W of Seward, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-08-19T12:25:02.925Z,61.5077,-149.9484,42.4,0.6,ml,,,,0.52,ak,ak020anvyziz,2020-08-28T01:21:01.884Z,"1 km SSE of Big Lake, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-08-19T12:22:49.940Z,52.05116667,-176.0668333,7.28,-0.2,ml,7,123,,0.16,av,av91003408,2020-08-21T03:57:03.040Z,"43 km ENE of Adak, Alaska",earthquake,0.54,0.77,0.220620248,7,reviewed,av,av
2020-08-19T12:12:41.435Z,65.2794,-163.0175,6.2,1.3,ml,,,,0.6,ak,ak020anvwdmo,2020-08-28T01:21:01.387Z,"69 km NNE of White Mountain, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-08-19T12:12:19.060Z,38.8148333,-122.8165,2.41,1.65,md,50,50,0.009914,0.04,nc,nc73446816,2020-08-27T06:20:12.085Z,"7km NW of The Geysers, CA",earthquake,0.13,0.22,0.141,13,reviewed,nc,nc
2020-08-19T12:04:45.280Z,44.3736667,-115.2173333,13.14,2.59,ml,18,77,0.305,0.22,mb,mb80457949,2020-08-19T15:13:33.630Z,"28 km NW of Stanley, Idaho",earthquake,0.45,1.13,0.143,13,reviewed,mb,mb
2020-08-19T12:02:57.270Z,44.3513333,-115.2318333,15.32,1.58,ml,12,78,0.281,0.21,mb,mb80457939,2020-08-19T15:44:16.300Z,"27 km WNW of Stanley, Idaho",earthquake,0.54,0.86,0.198,10,reviewed,mb,mb
2020-08-19T12:02:51.319Z,65.3175,-163.0465,13.7,1.4,ml,,,,0.41,ak,ak020anvu9au,2020-08-28T01:21:00.876Z,"72 km NNE of White Mountain, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-08-19T12:01:23.920Z,38.2792,-117.9135,10.6,0.6,ml,11,149.22,0.075,0.02,nn,nn00768646,2020-08-19T12:07:32.596Z,"21 km SE of Mina, Nevada",earthquake,,6.4,,,automatic,nn,nn
2020-08-19T12:01:01.119Z,65.2815,-163.0005,4.1,1.7,ml,,,,0.67,ak,ak020anvtxmh,2020-08-28T01:21:00.351Z,"69 km NNE of White Mountain, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-08-19T11:58:47.520Z,35.5635,-117.429,3.92,0.7,ml,25,68,0.03548,0.13,ci,ci39584192,2020-08-21T15:16:50.511Z,"23km SSW of Trona, CA",earthquake,0.17,0.28,0.112,7,reviewed,ci,ci
2020-08-19T11:56:12.400Z,52.07483333,-176.2458333,4.07,-0.32,ml,6,287,,0.19,av,av91003403,2020-08-21T03:53:27.310Z,"34 km NE of Adak, Alaska",earthquake,1.07,1.07,0.286808257,6,reviewed,av,av
2020-08-19T11:54:08.355Z,54.8817,-159.9406,17,2,ml,,,,0.35,ak,ak020anvjvjm,2020-08-28T01:20:59.795Z,"61 km SE of Sand Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-08-19T11:50:09.104Z,62.3297,-149.8542,8.9,1.3,ml,,,,0.63,ak,ak020anvj0pw,2020-08-28T01:20:59.260Z,"13 km E of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-08-19T11:48:06.900Z,37.9548333,-122.1135,9.51,1.29,md,30,55,0.0395,0.09,nc,nc73446811,2020-08-27T03:43:06.045Z,"5km SW of Pacheco, CA",earthquake,0.21,0.42,0.137,21,reviewed,nc,nc
2020-08-19T11:44:55.281Z,67.3404,-156.167,11.3,2,ml,,,,0.54,ak,ak020anvhu34,2020-08-28T01:20:58.741Z,"57 km NNE of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-08-19T11:44:26.749Z,64.3262,-142.7445,14.7,2.8,ml,,,,1.25,ak,ak020anvhrsi,2020-08-19T12:04:30.420Z,"48 km NW of Chicken, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-08-19T11:42:11.420Z,38.18,-117.9973,4.2,1.1,ml,18,74.17,0.022,0.11,nn,nn00768642,2020-08-19T12:02:26.410Z,"25 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-08-19T11:40:56.720Z,50.6509,-129.9576,4.76,4.2,mwr,,165,1.161,0.77,us,us6000bh21,2020-08-19T19:45:46.083Z,"Vancouver Island, Canada region",earthquake,7.4,7.5,0.098,10,reviewed,us,us
2020-08-19T11:40:45.420Z,38.1712,-118.008,3.1,0.8,ml,16,108.13,0.033,0.07,nn,nn00768638,2020-08-19T11:44:26.304Z,"25 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-08-19T11:30:17.420Z,39.3581667,-123.2535,8.11,1.23,md,15,82,0.06878,0.09,nc,nc73446806,2020-08-26T21:40:10.702Z,"10km ESE of Willits, CA",earthquake,0.34,0.6,0.094,11,reviewed,nc,nc
2020-08-19T11:27:20.330Z,38.1577,-117.8947,9.5,1.1,ml,10,126.5,0.018,0.1,nn,nn00768637,2020-08-19T11:41:25.719Z,"31 km SE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-08-19T11:16:09.370Z,33.9386667,-117.0983333,16.56,0.28,ml,16,76,0.0625,0.13,ci,ci39584152,2020-08-20T21:31:23.513Z,"7km SW of Calimesa, CA",earthquake,0.27,0.75,0.115,5,reviewed,ci,ci
2020-08-19T11:16:02.880Z,38.1517,-117.9093,7.6,0.8,ml,11,107.28,0.026,0.04,nn,nn00768635,2020-08-19T11:28:45.619Z,"31 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-08-19T11:12:41.765Z,63.3736,-145.0864,12.1,1,ml,,,,0.63,ak,ak020anvaxzo,2020-08-28T01:20:58.259Z,"37 km SSW of Dry Creek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-08-19T11:12:30.790Z,35.864,-119.8926667,14.2,2.45,md,44,154,0.1975,0.19,nc,nc73446801,2020-08-27T14:44:20.080Z,"17km SSE of Kettleman City, CA",earthquake,0.46,1,0.233,44,reviewed,nc,nc
2020-08-19T11:10:30.730Z,17.8558,-66.8586,7,2.46,md,11,248,0.1211,0.13,pr,pr2020232006,2020-08-22T16:23:18.623Z,"13 km SSE of Guánica, Puerto Rico",earthquake,0.64,0.36,0.23,7,reviewed,pr,pr
2020-08-19T11:10:09.830Z,35.0995,-97.72333333,6.99,1.27,ml,30,104,0.116077222,0.25,ok,ok2020qgxi,2020-08-19T12:29:43.560Z,"7 km SW of Blanchard, Oklahoma",earthquake,,0.7,0.24,11,reviewed,ok,ok
2020-08-19T11:09:10.970Z,33.2605,-116.0036667,5.32,0.95,ml,36,42,0.02459,0.23,ci,ci39584128,2020-08-20T20:13:31.394Z,"6km SW of Salton City, CA",earthquake,0.24,0.55,0.152,20,reviewed,ci,ci
2020-08-19T11:08:17.838Z,58.2045,-155.371,2.9,0.3,ml,,,,0.45,ak,ak020anva1bx,2020-08-28T01:19:14.995Z,"89 km NW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-08-19T11:07:51.420Z,36.0865,-117.8755,4.28,0.77,ml,15,149,0.03523,0.06,ci,ci39584136,2020-08-20T21:32:56.572Z,"8km NE of Coso Junction, CA",earthquake,0.15,0.15,0.157,6,reviewed,ci,ci
2020-08-19T11:03:23.920Z,33.5291667,-116.7306667,4.08,0.41,ml,24,44,0.03656,0.1,ci,ci39584120,2020-08-19T14:24:39.186Z,"6km WSW of Anza, CA",earthquake,0.15,0.26,0.188,6,reviewed,ci,ci
2020-08-19T10:54:05.459Z,35.859,-96.70016667,7.06,0.94,ml,49,52,0.098080753,0.19,ok,ok2020qgwu,2020-08-20T14:44:41.375Z,"10 km NE of Kendrick, Oklahoma",earthquake,,0.4,0.21,18,reviewed,ok,ok
2020-08-19T10:53:47.370Z,38.3541667,-112.2425,5.88,1.01,md,14,92,0.3013,0.19,uu,uu60406317,2020-08-19T13:37:51.270Z,"10 km S of Marysvale, Utah",earthquake,0.65,1.87,0.29,10,reviewed,uu,uu
2020-08-19T10:52:57.360Z,44.3276667,-115.0605,9.7,2.32,ml,11,64,0.346,0.22,mb,mb80457919,2020-08-19T14:41:10.960Z,"15 km NW of Stanley, Idaho",earthquake,0.54,1.2,0.198,10,reviewed,mb,mb
2020-08-19T10:52:40.120Z,38.1578,-117.8607,4.8,1.3,ml,13,114.87,0.048,0.13,nn,nn00768630,2020-08-19T10:56:46.075Z,"33 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-08-19T10:51:34.725Z,65.2962,-163.0246,5.9,2.4,ml,,,,0.58,ak,ak020anuxusp,2020-08-28T01:19:14.462Z,"70 km NNE of White Mountain, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-08-19T10:48:44.859Z,36.35833333,-98.1525,6.01,1.33,ml,54,67,0.039592231,0.21,ok,ok2020qgwp,2020-08-20T14:18:10.551Z,"3 km SE of Meno, Oklahoma",earthquake,,0.4,0.18,22,reviewed,ok,ok
2020-08-19T10:46:05.640Z,33.5295,-116.732,3.53,0.1,ml,19,71,0.03608,0.08,ci,ci39584112,2020-08-21T00:50:05.892Z,"6km WSW of Anza, CA",earthquake,0.16,0.38,0.111,8,reviewed,ci,ci
2020-08-19T10:45:31.360Z,46.85033333,-121.7645,-2.44,0.52,ml,13,114,0.01954,0.09,uw,uw61671721,2020-08-19T17:29:38.270Z,"22 km ENE of Ashford, Washington",earthquake,0.29,0.65,0.148166392,7,reviewed,uw,uw
2020-08-19T10:44:19.980Z,44.3636667,-115.184,6.35,2.15,ml,15,72,0.31,0.15,mb,mb80457914,2020-08-19T14:48:20.880Z,"25 km NW of Stanley, Idaho",earthquake,0.45,1.13,0.117,10,reviewed,mb,mb
2020-08-19T10:44:10.020Z,39.36,-123.2428333,8.3,1.5,md,13,163,0.06542,0.05,nc,nc73446791,2020-08-27T00:03:05.569Z,"11km NNW of Redwood Valley, CA",earthquake,0.33,0.63,0.236,12,reviewed,nc,nc
2020-08-19T10:37:42.570Z,36.35516667,-98.15333333,6.15,1.11,ml,44,82,0.037792584,0.26,ok,ok2020qgwg,2020-08-20T15:06:00.074Z,"4 km SSE of Meno, Oklahoma",earthquake,,0.5,0.14,14,reviewed,ok,ok
2020-08-19T10:35:10.920Z,33.5853333,-116.6761667,3.59,0.32,ml,18,62,0.04238,0.14,ci,ci39584096,2020-08-21T00:47:48.783Z,"3km N of Anza, CA",earthquake,0.21,0.48,0.207,13,reviewed,ci,ci
2020-08-19T10:33:46.960Z,38.1697,-117.9802,6.2,0.9,ml,13,110.43,0.03,0.04,nn,nn00768627,2020-08-19T10:53:05.692Z,"26 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-08-19T10:32:27.560Z,31.508,-115.6928333,7.92,2.59,ml,17,154,0.1399,0.14,ci,ci39584104,2020-08-20T21:36:01.594Z,"86km ESE of Maneadero, B.C., MX",earthquake,0.2,0.71,0.126,39,reviewed,ci,ci
2020-08-19T10:31:48.600Z,35.32983333,-97.98133333,5.38,1.23,ml,36,53,0.101680047,0.5,ok,ok2020qgwb,2020-08-19T13:29:25.946Z,"3 km WNW of Minco, Oklahoma",earthquake,,1.4,0.21,18,reviewed,ok,ok
2020-08-19T10:31:41.980Z,38.1605,-118.0117,4.4,0.1,ml,11,110.2,0.031,0.04,nn,nn00768626,2020-08-19T10:35:05.102Z,"26 km SSE of Mina, Nevada",earthquake,,4.6,,,automatic,nn,nn
2020-08-19T10:26:22.510Z,44.2766667,-115.1718333,10.84,2.27,ml,11,68,0.252,0.28,mb,mb80457904,2020-08-19T16:10:54.390Z,"19 km WNW of Stanley, Idaho",earthquake,0.73,1.63,0.152,11,reviewed,mb,mb
2020-08-19T10:25:20.378Z,54.5787,-160.8278,17.4,1.6,ml,,,,0.21,ak,ak020anus939,2020-08-28T01:19:17.094Z,"86 km SSW of Sand Point, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-08-19T10:23:47.640Z,38.047,-118.7523333,2.73,1.98,md,31,110,0.2822,0.05,nc,nc73446786,2020-08-26T06:18:04.224Z,"29km SE of Bodie, CA",earthquake,0.35,8.13,0.203,27,reviewed,nc,nc
2020-08-19T10:22:50.960Z,19.80066667,-155.7996667,16.02,1.67,md,24,234,,0.2,hv,hv72095871,2020-08-20T05:53:26.588Z,"15 km S of Waikoloa, Hawaii",earthquake,0.85,1.63,0.116152335,13,reviewed,hv,hv
2020-08-19T10:19:56.850Z,44.3575,-115.196,9.35,1.71,ml,9,73,0.3,0.16,mb,mb80457899,2020-08-19T18:01:58.270Z,"25 km NW of Stanley, Idaho",earthquake,0.56,1.69,0.177,7,reviewed,mb,mb
2020-08-19T10:18:02.609Z,61.5552,-150.6334,50.1,1.3,ml,,,,0.52,ak,ak020anuqpp9,2020-08-28T01:19:13.945Z,"6 km WNW of Susitna, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-08-19T10:17:54.920Z,38.1555,-117.9795,7.3,0.9,ml,14,131.24,0.013,0.04,nn,nn00768620,2020-08-19T10:25:05.715Z,"28 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-08-19T10:14:38.416Z,60.6482,-153.4168,198.8,1.8,ml,,,,0.52,ak,ak020anupxlu,2020-08-28T01:19:13.385Z,"70 km NE of Port Alsworth, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-08-19T10:10:06.830Z,36.0931667,-117.8918333,5.52,1.17,ml,30,58,0.0386,0.13,ci,ci39584088,2020-08-21T00:19:07.240Z,"7km NE of Coso Junction, CA",earthquake,0.18,0.35,0.271,20,reviewed,ci,ci
2020-08-19T10:09:02.018Z,-24.5626,179.986,500.44,4.3,mb,,115,7.019,0.67,us,us6000bh1a,2020-08-19T10:31:21.040Z,south of the Fiji Islands,earthquake,10.3,7.8,0.08,44,reviewed,us,us
2020-08-19T10:06:51.480Z,38.25,-117.9435,11,1.1,ml,10,193.99,0.073,0.02,nn,nn00768616,2020-08-19T10:14:45.433Z,"21 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-08-19T10:01:14.070Z,39.3703333,-123.2508333,7.73,1.63,md,15,148,0.0745,0.06,nc,nc73446781,2020-08-27T00:09:06.603Z,"10km ESE of Willits, CA",earthquake,0.36,0.64,0.191,13,reviewed,nc,nc
2020-08-19T10:00:25.400Z,44.4071667,-115.5348333,7.49,1.97,ml,9,98,0.303,0.24,mb,mb80457889,2020-08-19T18:08:37.410Z,"36 km N of Lowman, Idaho",earthquake,0.68,1.46,0.17,6,reviewed,mb,mb
2020-08-19T09:59:20.390Z,38.1675,-117.828,12.1,1.1,ml,18,80.32,0.025,0.13,nn,nn00768612,2020-08-19T10:02:46.328Z,"34 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-08-19T09:53:27.586Z,51.9619,-174.1841,69.5,1.4,ml,,,,0.14,ak,ak020anucu3a,2020-08-28T01:19:16.579Z,"26 km S of Atka, Alaska",earthquake,,2.5,,,reviewed,ak,ak
2020-08-19T09:49:13.647Z,34.0682,25.6494,10,4.7,mb,,116,1.368,0.97,us,us6000bh14,2020-08-19T10:14:22.040Z,"104 km S of Néa Anatolí, Greece",earthquake,7.9,1.9,0.042,170,reviewed,us,us
2020-08-19T09:46:47.597Z,54.672,-161.2313,25.6,1.6,ml,,,,0.31,ak,ak020anubdmf,2020-08-28T01:19:16.037Z,"82 km ESE of King Cove, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2020-08-19T09:46:30.450Z,39.3665,-123.2496667,7.6,1.62,md,14,146,0.07375,0.06,nc,nc73446776,2020-08-26T21:50:34.768Z,"10km ESE of Willits, CA",earthquake,0.37,0.67,0.1,12,reviewed,nc,nc
2020-08-19T09:41:26.191Z,63.4729,-147.5234,1.6,0.9,ml,,,,0.52,ak,ak020anua9f6,2020-08-28T01:19:12.874Z,"71 km E of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-08-19T09:39:03.455Z,60.9805,-151.3414,68.3,0.9,ml,,,,0.19,ak,ak020anu9s70,2020-08-28T01:19:12.326Z,"14 km SW of Tyonek, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-08-19T09:35:53.782Z,54.5016,-162.2623,60.3,1.6,ml,,,,0.1,ak,ak020anu9182,2020-08-28T01:19:15.546Z,"62 km S of King Cove, Alaska",earthquake,,5.3,,,reviewed,ak,ak
2020-08-19T09:30:33.933Z,67.3658,-156.1696,13.7,1.2,ml,,,,0.51,ak,ak020anu7x6r,2020-08-28T01:19:11.768Z,"59 km NNE of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-08-19T09:29:55.570Z,31.5271667,-115.7066667,9.4,2.79,ml,20,146,0.1506,0.26,ci,ci39584080,2020-08-19T16:15:07.059Z,"84km ESE of Maneadero, B.C., MX",earthquake,0.32,31.61,0.184,82,reviewed,ci,ci
