time,latitude,longitude,depth,mag,magType,place,type,magNst,status,locationSource,magSource
2020-08-24T13:05:49.745Z,25.2698,97.6152,10.0,4.4,mb,"25 km ESE of Myitkyina, Myanmar",earthquake,23.0,reviewed,us,us
2020-08-24T12:48:06.250Z,35.7846667,-117.602,6.0,0.6,ml,"18km W of Searles Valley, CA",earthquake,8.0,reviewed,ci,ci
2020-08-24T12:38:21.350Z,19.41616631,-155.2714996,1.25,1.90999997,md,"4 km SW of Volcano, Hawaii",earthquake,17.0,automatic,hv,hv
2020-08-24T12:32:28.010Z,35.6381667,-117.4061667,4.9,0.99,ml,"14km S of Trona, CA",earthquake,12.0,reviewed,ci,ci
2020-08-24T12:31:47.540Z,35.6353333,-117.4083333,4.79,1.14,ml,"15km S of Trona, CA",earthquake,15.0,reviewed,ci,ci
2020-08-24T12:30:35.350Z,35.8826667,-117.6743333,4.37,0.53,ml,"22km ESE of Little Lake, CA",earthquake,4.0,reviewed,ci,ci
2020-08-24T12:22:22.270Z,38.8093338,-122.8205032,2.84,0.56,md,"7km WNW of The Geysers, CA",earthquake,3.0,automatic,nc,nc
2020-08-24T12:08:14.032Z,38.6778,-117.9244,0.6,1.9,ml,"21 km S of Gabbs, Nevada",earthquake,9.0,reviewed,nn,nn
2020-08-24T11:40:07.480Z,36.5193333,-81.1346667,0.27,1.02,md,"1 km NW of Sparta, North Carolina",earthquake,5.0,reviewed,se,se
2020-08-24T11:39:53.030Z,52.07133333,-176.005,4.68,0.17,ml,"48 km ENE of Adak, Alaska",earthquake,5.0,reviewed,av,av
2020-08-24T11:39:02.370Z,52.1315,-176.3313333,4.65,0.36,ml,"35 km NE of Adak, Alaska",earthquake,7.0,reviewed,av,av
2020-08-24T11:14:38.220Z,33.0113333,-116.2808333,5.77,0.75,ml,"20km SW of Ocotillo Wells, CA",earthquake,15.0,reviewed,ci,ci
2020-08-24T11:02:10.660Z,33.417,-117.9836667,7.6,1.52,ml,"23km SSW of Newport Beach, CA",earthquake,20.0,reviewed,ci,ci
2020-08-24T10:59:32.990Z,38.9636667,-123.0491667,5.29,1.14,md,"14km SW of Lakeport, CA",earthquake,3.0,reviewed,nc,nc
2020-08-24T10:55:02.100Z,17.8996,-66.8563,13.0,2.51,md,"9 km SSE of Maria Antonia, Puerto Rico",earthquake,6.0,reviewed,pr,pr
2020-08-24T10:46:33.140Z,19.21933365,-155.401001,32.33000183,1.90999997,md,"8 km ENE of Pāhala, Hawaii",earthquake,8.0,automatic,hv,hv
2020-08-24T10:29:41.830Z,33.4795,-116.7971667,4.86,0.64,ml,"8km ENE of Aguanga, CA",earthquake,21.0,reviewed,ci,ci
2020-08-24T10:29:34.420Z,37.6695,-118.9158333,4.28,0.2,md,"7km ENE of Mammoth Lakes, CA",earthquake,6.0,reviewed,nc,nc
2020-08-24T10:25:23.310Z,37.6365,-118.8456667,7.15,0.71,md,"12km E of Mammoth Lakes, CA",earthquake,20.0,reviewed,nc,nc
2020-08-24T10:24:31.827Z,-4.1293,100.915,10.0,5.0,mb,"154 km WSW of Bengkulu, Indonesia",earthquake,44.0,reviewed,us,us
2020-08-24T10:17:10.930Z,42.1865,-121.9001667,12.18,1.21,ml,"10 km WSW of Klamath Falls, Oregon",earthquake,4.0,reviewed,uw,uw
2020-08-24T10:16:41.900Z,35.8453333,-117.69,8.18,0.56,ml,"22km ESE of Little Lake, CA",earthquake,9.0,reviewed,ci,ci
2020-08-24T10:05:44.930Z,19.18516731,-155.4459991,35.86999893,1.96000004,md,"3 km ESE of Pāhala, Hawaii",earthquake,8.0,automatic,hv,hv
2020-08-24T10:02:29.010Z,37.6653333,-118.9223333,3.7,0.29,md,"6km ENE of Mammoth Lakes, CA",earthquake,16.0,reviewed,nc,nc
2020-08-24T09:56:12.550Z,35.887,-117.6863333,4.81,1.12,ml,"21km ESE of Little Lake, CA",earthquake,13.0,reviewed,ci,ci
2020-08-24T09:53:37.140Z,33.2266667,-116.7361667,11.92,0.35,ml,"3km ESE of Lake Henshaw, CA",earthquake,18.0,reviewed,ci,ci
2020-08-24T09:39:07.180Z,19.22283363,-155.4313354,31.82999992,2.21,ml,"5 km ENE of Pāhala, Hawaii",earthquake,7.0,automatic,hv,hv
2020-08-24T09:33:44.070Z,35.79783333,-96.67816667,5.71,0.6,ml,"5 km NNW of Stroud, Oklahoma",earthquake,7.0,reviewed,ok,ok
2020-08-24T09:32:15.520Z,19.19733238,-155.3999939,30.98999977,2.04999995,md,"8 km E of Pāhala, Hawaii",earthquake,16.0,automatic,hv,hv
2020-08-24T09:30:42.560Z,39.3638344,-123.254837,6.08,1.7,md,"10km ESE of Willits, CA",earthquake,9.0,automatic,nc,nc
2020-08-24T09:27:43.270Z,44.6986667,-111.0313333,6.6,0.07,md,"7 km NE of West Yellowstone, Montana",earthquake,7.0,reviewed,uu,uu
2020-08-24T09:23:23.370Z,36.1688333,-120.0336667,2.59,2.74,md,"7km ESE of Huron, CA",earthquake,92.0,reviewed,nc,nc
2020-08-24T09:22:07.270Z,35.9081667,-117.7041667,7.31,-0.02,ml,"18km E of Little Lake, CA",earthquake,4.0,reviewed,ci,ci
2020-08-24T09:21:38.120Z,35.5916667,-117.3958333,6.57,-0.24,ml,"19km S of Trona, CA",earthquake,1.0,reviewed,ci,ci
2020-08-24T09:21:26.334Z,38.1798,-117.8383,9.1,3.0,ml,"33 km SE of Mina, Nevada",earthquake,14.0,reviewed,nn,nn
2020-08-24T09:17:36.400Z,33.521,-116.7356667,3.82,0.3,ml,"7km WSW of Anza, CA",earthquake,6.0,reviewed,ci,ci
2020-08-24T09:12:07.790Z,40.198,-121.5361667,8.54,1.16,md,"18km S of Mineral, CA",earthquake,9.0,reviewed,nc,nc
2020-08-24T08:41:34.010Z,33.025,-116.4173333,12.43,0.43,ml,"18km ESE of Julian, CA",earthquake,11.0,reviewed,ci,ci
2020-08-24T08:41:10.610Z,31.5006667,-115.6568333,9.4,2.35,ml,"89km ESE of Maneadero, B.C., MX",earthquake,4.0,reviewed,ci,ci
2020-08-24T08:28:49.080Z,36.4813333,-81.087,1.11,-0.42,md,"4 km SE of Sparta, North Carolina",earthquake,4.0,reviewed,se,se
2020-08-24T08:22:21.835Z,39.1247,-118.1516,6.2,1.5,ml,"34 km NW of Gabbs, Nevada",earthquake,8.0,reviewed,nn,nn
2020-08-24T08:21:41.647Z,-5.7676,153.8373,19.7,4.7,mb,"192 km WNW of Panguna, Papua New Guinea",earthquake,62.0,reviewed,us,us
2020-08-24T08:19:24.936Z,16.8223,147.8624,10.0,4.9,mb,"287 km NE of Saipan, Northern Mariana Islands",earthquake,75.0,reviewed,us,us
2020-08-24T08:16:00.500Z,36.48033333,-98.72266667,8.51,0.53,ml,"18 km SE of Waynoka, Oklahoma",earthquake,4.0,reviewed,ok,ok
2020-08-24T08:10:58.450Z,46.3075,-122.224,2.27,-0.2,ml,"28 km S of Morton, Washington",earthquake,4.0,reviewed,uw,uw
2020-08-24T08:06:14.400Z,35.7823334,-120.3346634,7.96,2.04,md,"8km NNW of Cholame, CA",earthquake,21.0,automatic,nc,nc
2020-08-24T07:58:10.980Z,36.4895,-81.0975,0.07,-0.46,md,"2 km SE of Sparta, North Carolina",earthquake,4.0,reviewed,se,se
2020-08-24T07:40:04.100Z,35.6298333,-117.4226667,7.66,0.74,ml,"15km S of Searles Valley, CA",earthquake,9.0,reviewed,ci,ci
2020-08-24T07:14:11.450Z,40.5776667,-122.189,11.01,1.21,md,"2km N of Millville, CA",earthquake,9.0,reviewed,nc,nc
2020-08-24T07:11:53.280Z,17.9625,-66.8398,16.0,2.55,md,"4 km SSW of Indios, Puerto Rico",earthquake,5.0,reviewed,pr,pr
2020-08-24T07:11:33.620Z,38.8240013,-122.7646637,1.84,0.4,md,"4km W of Cobb, CA",earthquake,2.0,automatic,nc,nc
2020-08-24T07:11:03.910Z,38.8223343,-122.7663345,1.81,1.28,md,"4km W of Cobb, CA",earthquake,7.0,automatic,nc,nc
2020-08-24T07:03:49.152Z,-11.2191,34.6397,10.0,5.0,mb,"15 km S of Liuli, Tanzania",earthquake,58.0,reviewed,us,us
2020-08-24T06:56:17.840Z,44.6068333,-110.0188333,15.67,0.84,md,"44 km S of Silver Gate, Montana",earthquake,6.0,reviewed,uu,uu
2020-08-24T06:49:43.720Z,36.477,-81.0901667,0.71,-0.02,md,"4 km SE of Sparta, North Carolina",earthquake,4.0,reviewed,se,se
2020-08-24T06:41:54.220Z,33.4755,-116.7946667,6.41,0.64,ml,"8km ENE of Aguanga, CA",earthquake,26.0,reviewed,ci,ci
2020-08-24T06:35:00.830Z,47.69933333,-120.1226667,2.91,0.82,ml,"6 km ENE of Entiat, Washington",earthquake,6.0,reviewed,uw,uw
2020-08-24T06:27:24.640Z,51.82966667,-177.9946667,1.79,2.08,ml,"93 km W of Adak, Alaska",earthquake,21.0,reviewed,av,av
2020-08-24T06:03:03.750Z,39.3608322,-123.257164,5.6,1.58,md,"10km ESE of Willits, CA",earthquake,6.0,automatic,nc,nc
2020-08-24T05:59:45.010Z,38.8240013,-122.7624969,-0.42,1.04,md,"3km W of Cobb, CA",earthquake,3.0,automatic,nc,nc
2020-08-24T05:59:31.470Z,36.6518333,-121.28,4.62,0.79,md,"16km SSE of Tres Pinos, CA",earthquake,9.0,reviewed,nc,nc
2020-08-24T05:56:46.810Z,36.7375,-97.393,7.0,1.41,ml,"8 km SSE of Nardin, Oklahoma",earthquake,7.0,reviewed,ok,ok
2020-08-24T05:53:16.109Z,36.731,-97.39516667,5.0,1.35,ml,"9 km SSE of Nardin, Oklahoma",earthquake,23.0,reviewed,ok,ok
2020-08-24T05:52:12.223Z,38.2666,-119.3215,0.0,0.3,ml,"7 km W of Bridgeport, California",earthquake,1.0,reviewed,nn,nn
2020-08-24T05:51:36.200Z,38.8253326,-122.807663,2.67,0.56,md,"7km NW of The Geysers, CA",earthquake,1.0,automatic,nc,nc
2020-08-24T05:50:26.307Z,38.2842,-119.343,8.6,1.1,ml,"10 km WNW of Bridgeport, California",earthquake,5.0,reviewed,nn,nn
2020-08-24T05:44:25.489Z,38.055,-118.7486,6.9,1.2,ml,"34 km ENE of Lee Vining, California",earthquake,9.0,reviewed,nn,nn
2020-08-24T05:42:04.250Z,40.4866667,-111.3315,13.44,1.2,ml,"7 km WNW of Timber Lakes, Utah",earthquake,4.0,reviewed,uu,uu
2020-08-24T05:41:10.310Z,17.927,-66.7656,6.0,1.51,ml,"9 km SW of Tallaboa, Puerto Rico",earthquake,0.0,reviewed,pr,pr
2020-08-24T05:33:58.730Z,19.15183258,-155.4716644,32.97000122,1.75999999,md,"5 km S of Pāhala, Hawaii",earthquake,3.0,automatic,hv,hv
2020-08-24T05:31:16.510Z,36.73066667,-97.394,5.0,1.71,ml,"9 km NW of Tonkawa, Oklahoma",earthquake,27.0,reviewed,ok,ok
2020-08-24T04:58:46.660Z,33.8535,-117.0855,12.69,0.58,ml,"8km NE of Nuevo, CA",earthquake,20.0,reviewed,ci,ci
2020-08-24T04:58:32.270Z,35.6908333,-117.5058333,4.33,0.69,ml,"12km SW of Searles Valley, CA",earthquake,7.0,reviewed,ci,ci
2020-08-24T04:57:46.901Z,40.089,-119.6714,16.7,0.4,ml,"16 km NNW of Sutcliffe, Nevada",earthquake,2.0,reviewed,nn,nn
2020-08-24T04:34:40.350Z,35.8253333,-117.663,7.3,0.55,ml,"23km N of Ridgecrest, CA",earthquake,8.0,reviewed,ci,ci
2020-08-24T04:29:38.740Z,33.4998333,-116.5003333,14.72,0.58,ml,"17km ESE of Anza, CA",earthquake,19.0,reviewed,ci,ci
2020-08-24T04:25:44.340Z,38.3751,-118.8865,6.2,1.9,ml,"28 km SW of Hawthorne, Nevada",earthquake,12.0,reviewed,nn,nn
2020-08-24T04:23:19.960Z,38.8373337,-122.8266678,1.06,0.57,md,"9km NW of The Geysers, CA",earthquake,1.0,automatic,nc,nc
2020-08-24T04:15:15.220Z,36.48233333,-98.73666667,8.04,0.93,ml,"16 km SE of Waynoka, Oklahoma",earthquake,13.0,reviewed,ok,ok
2020-08-24T04:11:55.330Z,33.6603333,-116.7326667,12.89,0.85,ml,"9km S of Idyllwild, CA",earthquake,18.0,reviewed,ci,ci
2020-08-24T04:10:54.740Z,37.5019989,-121.854332,8.22,1.13,md,"9km NNE of Milpitas, CA",earthquake,6.0,automatic,nc,nc
2020-08-24T04:00:01.030Z,19.19933319,-155.4648285,33.29999924,1.87,md,"1 km ESE of Pāhala, Hawaii",earthquake,11.0,automatic,hv,hv
2020-08-24T03:57:42.040Z,38.8251648,-122.8541641,2.27,1.37,md,"10km WNW of The Geysers, CA",earthquake,7.0,automatic,nc,nc
2020-08-24T03:56:48.150Z,19.20933342,-155.4571686,33.77000046,1.84000003,md,"2 km ENE of Pāhala, Hawaii",earthquake,5.0,automatic,hv,hv
2020-08-24T03:48:50.000Z,33.592,-116.8343333,12.05,1.24,ml,"15km WNW of Anza, CA",earthquake,27.0,reviewed,ci,ci
2020-08-24T03:47:02.240Z,38.8371658,-122.7809982,1.72,0.63,md,"5km WNW of Cobb, CA",earthquake,2.0,automatic,nc,nc
2020-08-24T03:43:06.870Z,19.21199989,-155.4600067,35.15000153,2.13,ml,"2 km ENE of Pāhala, Hawaii",earthquake,5.0,automatic,hv,hv
2020-08-24T03:40:52.610Z,33.6005,-116.83,13.37,0.75,ml,"15km WNW of Anza, CA",earthquake,18.0,reviewed,ci,ci
2020-08-24T03:39:41.050Z,37.617,-119.0095,0.46,0.27,md,"4km SW of Mammoth Lakes, CA",earthquake,8.0,reviewed,nc,nc
2020-08-24T03:39:02.310Z,52.0325,-176.0271667,9.84,-0.63,ml,"45 km ENE of Adak, Alaska",earthquake,5.0,reviewed,av,av
2020-08-24T03:33:51.420Z,36.464,-117.5071667,-0.31,1.53,ml,"36km WSW of Stovepipe Wells, CA",earthquake,22.0,reviewed,ci,ci
2020-08-24T03:25:25.030Z,33.2601667,-115.9735,8.08,0.77,ml,"5km SSW of Salton City, CA",earthquake,6.0,reviewed,ci,ci
2020-08-24T02:55:15.910Z,35.322,-97.99233333,6.04,1.01,ml,"4 km WNW of Minco, Oklahoma",earthquake,12.0,reviewed,ok,ok
2020-08-24T02:53:33.290Z,35.8611667,-117.6793333,8.87,0.98,ml,"22km ESE of Little Lake, CA",earthquake,10.0,reviewed,ci,ci
2020-08-24T02:45:07.418Z,38.1832,-117.8831,8.5,1.0,ml,"30 km SE of Mina, Nevada",earthquake,6.0,reviewed,nn,nn
2020-08-24T02:36:20.120Z,36.37533333,-97.35016667,5.0,0.78,ml,"11 km NNW of Perry, Oklahoma",earthquake,10.0,reviewed,ok,ok
2020-08-24T02:34:39.350Z,19.20116615,-155.4531708,35.75,1.86000001,md,"2 km E of Pāhala, Hawaii",earthquake,4.0,automatic,hv,hv
2020-08-24T02:28:41.955Z,44.5008,-115.2118,10.0,2.9,ml,"38 km NW of Stanley, Idaho",earthquake,70.0,reviewed,us,us
2020-08-24T02:21:16.330Z,32.8608333,-116.182,7.16,1.25,ml,"22km NW of Ocotillo, CA",earthquake,21.0,reviewed,ci,ci
2020-08-24T02:18:47.518Z,31.9424,-102.3135,3.95,2.4,mb_lg,"10 km SE of Gardendale, Texas",earthquake,53.0,reviewed,us,us
2020-08-24T02:11:47.150Z,19.27116585,-155.253006,6.239999771,1.70000005,md,"19 km S of Volcano, Hawaii",earthquake,9.0,automatic,hv,hv
2020-08-24T02:08:48.800Z,19.4078331,-155.2853394,0.239999995,1.98000002,md,"6 km SW of Volcano, Hawaii",earthquake,13.0,automatic,hv,hv
2020-08-24T01:54:47.280Z,33.4905,-116.7955,6.63,0.13,ml,"8km NE of Aguanga, CA",earthquake,7.0,reviewed,ci,ci
2020-08-24T01:51:45.700Z,33.8228333,-116.7681667,13.8,0.59,ml,"10km NNW of Idyllwild, CA",earthquake,23.0,reviewed,ci,ci
2020-08-24T01:45:01.170Z,52.05816667,-176.0671667,7.07,-0.26,ml,"44 km ENE of Adak, Alaska",earthquake,5.0,reviewed,av,av
2020-08-24T01:10:38.063Z,39.6701,-119.818,0.0,-0.4,ml,"4 km NNE of Lemmon Valley, Nevada",earthquake,1.0,reviewed,nn,nn
2020-08-24T01:06:45.028Z,39.2174,-120.0771,8.8,0.4,ml,"1 km SSE of Carnelian Bay, California",earthquake,3.0,reviewed,nn,nn
2020-08-24T01:02:25.490Z,19.23366667,-155.4308333,31.81,2.59,md,"6 km NE of Pāhala, Hawaii",earthquake,27.0,reviewed,hv,hv
2020-08-24T00:52:38.520Z,34.3066667,-117.0716667,8.31,0.72,ml,"12km NNE of Running Springs, CA",earthquake,16.0,reviewed,ci,ci
2020-08-24T00:47:19.740Z,37.6405,-118.8918333,3.7,0.18,md,"8km E of Mammoth Lakes, CA",earthquake,10.0,reviewed,nc,nc
2020-08-24T00:45:12.949Z,-28.9422,-176.3119,37.4,5.4,mww,Kermadec Islands region,earthquake,22.0,reviewed,us,us
2020-08-24T00:24:23.817Z,7.7027,126.7347,55.03,4.8,mww,"20 km E of Kinablangan, Philippines",earthquake,10.0,reviewed,us,us
2020-08-24T00:24:15.970Z,19.21783257,-155.3783264,30.17000008,1.96000004,md,"10 km E of Pāhala, Hawaii",earthquake,5.0,automatic,hv,hv
2020-08-24T00:17:41.070Z,53.8655,-166.7488333,7.79,0.59,ml,"13 km WSW of Dutch Harbor, Alaska",earthquake,8.0,reviewed,av,av
2020-08-24T00:06:07.520Z,33.5965,-116.8055,7.03,0.12,ml,"13km WNW of Anza, CA",earthquake,11.0,reviewed,ci,ci
2020-08-23T23:55:04.350Z,38.8221664,-122.7659988,1.99,0.96,md,"4km W of Cobb, CA",earthquake,6.0,automatic,nc,nc
2020-08-23T23:48:08.050Z,35.9056667,-117.6916667,7.73,0.92,ml,"20km E of Little Lake, CA",earthquake,8.0,reviewed,ci,ci
2020-08-23T23:40:32.770Z,40.489,-111.3131667,13.09,0.39,md,"5 km WNW of Timber Lakes, Utah",earthquake,6.0,reviewed,uu,uu
2020-08-23T23:30:35.650Z,33.4816667,-116.4581667,12.89,0.49,ml,"22km ESE of Anza, CA",earthquake,16.0,reviewed,ci,ci
2020-08-23T23:22:52.120Z,35.0338333,-117.679,-0.82,1.79,ml,"5km NW of Boron, CA",quarry blast,52.0,reviewed,ci,ci
2020-08-23T23:17:14.300Z,36.36216667,-97.33566667,7.3,0.84,ml,"9 km NNW of Perry, Oklahoma",earthquake,6.0,reviewed,ok,ok
2020-08-23T23:05:38.501Z,31.4892,-115.6671,10.0,3.3,ml,"58 km ENE of San Vicente, Mexico",earthquake,54.0,reviewed,us,us
2020-08-23T22:53:42.150Z,36.3221664,-120.8028336,2.57,1.53,md,"16km SW of New Idria, CA",earthquake,5.0,automatic,nc,nc
2020-08-23T22:40:41.338Z,53.5576,-163.755,35.0,4.5,mb,"146 km S of False Pass, Alaska",earthquake,124.0,reviewed,us,us
2020-08-23T22:27:30.280Z,35.8601667,-117.67,8.83,0.35,ml,"23km ESE of Little Lake, CA",earthquake,6.0,reviewed,ci,ci
2020-08-23T22:17:48.149Z,36.42233333,-98.34,4.87,1.39,ml,"9 km ENE of Cleo Springs, Oklahoma",earthquake,5.0,reviewed,ok,ok
2020-08-23T21:52:41.030Z,35.6805,-117.4988333,5.72,1.9,ml,"13km SW of Searles Valley, CA",earthquake,24.0,reviewed,ci,ci
2020-08-23T21:49:38.520Z,53.87083333,-166.7826667,8.73,-0.05,ml,"15 km W of Dutch Harbor, Alaska",earthquake,6.0,reviewed,av,av
2020-08-23T21:47:15.670Z,53.8705,-166.783,8.73,0.15,ml,"15 km W of Dutch Harbor, Alaska",earthquake,6.0,reviewed,av,av
2020-08-23T21:46:05.430Z,35.6303333,-117.5995,10.8,0.65,ml,"7km E of Ridgecrest, CA",earthquake,8.0,reviewed,ci,ci
2020-08-23T21:24:47.910Z,31.465,-115.6958333,14.13,3.64,ml,"87km ESE of Maneadero, B.C., MX",earthquake,68.0,reviewed,ci,ci
2020-08-23T21:17:38.880Z,38.8338318,-122.8021698,1.56,0.56,md,"7km W of Cobb, CA",earthquake,1.0,automatic,nc,nc
2020-08-23T21:16:29.219Z,-17.3361,168.0459,10.0,4.9,mb,"52 km NNW of Port-Vila, Vanuatu",earthquake,41.0,reviewed,us,us
2020-08-23T21:09:09.850Z,40.3564987,-124.7503357,19.64,2.65,md,"40km W of Petrolia, CA",earthquake,3.0,automatic,nc,nc
2020-08-23T20:59:48.840Z,33.6286667,-116.6818333,13.69,0.14,ml,"8km N of Anza, CA",earthquake,5.0,reviewed,ci,ci
2020-08-23T20:51:53.900Z,38.8268318,-122.805336,2.72,0.56,md,"7km NW of The Geysers, CA",earthquake,1.0,automatic,nc,nc
2020-08-23T20:50:32.160Z,19.2,-155.4693333,34.8,3.0,md,"1 km ESE of Pāhala, Hawaii",earthquake,25.0,reviewed,hv,hv
2020-08-23T20:47:16.630Z,38.8221664,-122.7646637,1.92,0.65,md,"4km W of Cobb, CA",earthquake,2.0,automatic,nc,nc
2020-08-23T20:44:51.513Z,64.3887,-147.3975,10.65,2.8,ml,"28 km WSW of Salcha, Alaska",earthquake,36.0,reviewed,us,us
2020-08-23T20:43:19.470Z,36.4488333,-118.0035,9.67,1.28,ml,"16km SSE of Lone Pine, CA",earthquake,3.0,reviewed,ci,ci
2020-08-23T20:29:15.090Z,36.6086655,-121.2516632,11.39,1.58,md,"13km NW of Pinnacles, CA",earthquake,9.0,automatic,nc,nc
2020-08-23T20:17:57.060Z,33.5015,-116.4753333,14.17,0.82,ml,"19km ESE of Anza, CA",earthquake,21.0,reviewed,ci,ci
2020-08-23T20:15:10.260Z,38.8320007,-122.8191681,1.61,1.34,md,"8km NW of The Geysers, CA",earthquake,6.0,automatic,nc,nc
2020-08-23T19:56:17.200Z,33.6026667,-116.8315,13.88,0.58,ml,"16km WNW of Anza, CA",earthquake,17.0,reviewed,ci,ci
2020-08-23T19:51:13.920Z,34.377,-116.6201667,7.72,1.06,ml,"24km ENE of Big Bear City, CA",earthquake,24.0,reviewed,ci,ci
2020-08-23T19:41:30.460Z,35.8946667,-117.6703333,10.12,0.31,ml,"22km ESE of Little Lake, CA",earthquake,4.0,reviewed,ci,ci
2020-08-23T19:41:12.780Z,35.7141667,-117.5731667,8.59,0.92,ml,"14km NE of Ridgecrest, CA",earthquake,10.0,reviewed,ci,ci
2020-08-23T19:38:18.550Z,19.39733333,-155.2621667,1.69,1.97,ml,"5 km SSW of Volcano, Hawaii",earthquake,17.0,reviewed,hv,hv
2020-08-23T19:38:17.440Z,19.4005,-155.2628333,0.94,1.58,ml,"5 km SSW of Volcano, Hawaii",earthquake,10.0,reviewed,hv,hv
2020-08-23T19:29:17.830Z,52.08683333,-176.1506667,4.33,1.07,ml,"40 km NE of Adak, Alaska",earthquake,6.0,reviewed,av,av
2020-08-23T19:13:19.900Z,37.4243333,-118.6181667,9.02,1.5,md,"2km WNW of Round Valley, CA",earthquake,13.0,reviewed,nc,nc
2020-08-23T18:53:09.360Z,45.69983333,-119.1596667,8.1,1.11,ml,"5 km SSE of Echo, Oregon",earthquake,9.0,reviewed,uw,uw
2020-08-23T18:49:37.682Z,38.1558,-117.944,10.2,2.6,ml,"29 km SSE of Mina, Nevada",earthquake,14.0,reviewed,nn,nn
2020-08-23T18:47:46.799Z,36.279,-98.23783333,7.69,2.26,ml,"5 km NW of Ames, Oklahoma",earthquake,35.0,reviewed,ok,ok
2020-08-23T18:30:43.460Z,35.6773333,-117.5361667,5.17,0.53,ml,"14km ENE of Ridgecrest, CA",earthquake,6.0,reviewed,ci,ci
2020-08-23T18:28:05.710Z,53.871,-166.7835,8.17,0.13,ml,"16 km W of Dutch Harbor, Alaska",earthquake,6.0,reviewed,av,av
2020-08-23T18:14:10.830Z,33.6533333,-116.7136667,15.5,1.01,ml,"10km S of Idyllwild, CA",earthquake,27.0,reviewed,ci,ci
2020-08-23T18:13:17.220Z,33.2841667,-116.4258333,7.09,0.58,ml,"6km WNW of Borrego Springs, CA",earthquake,7.0,reviewed,ci,ci
2020-08-23T18:03:37.457Z,5.2316,124.1595,466.84,4.3,mb,"96 km SSW of Maitum, Philippines",earthquake,34.0,reviewed,us,us
2020-08-23T17:54:48.324Z,-9.7562,108.196,10.0,4.8,mb,"259 km SSW of Sidareja, Indonesia",earthquake,27.0,reviewed,us,us
2020-08-23T17:50:21.160Z,33.3263333,-116.1961667,9.88,0.56,ml,"18km SSW of Oasis, CA",earthquake,10.0,reviewed,ci,ci
2020-08-23T17:47:05.610Z,36.6343346,-121.2881699,4.47,1.55,md,"17km NW of Pinnacles, CA",earthquake,8.0,automatic,nc,nc
2020-08-23T17:41:11.140Z,17.9436,-66.8638,15.0,2.64,md,"4 km SE of Maria Antonia, Puerto Rico",earthquake,6.0,reviewed,pr,pr
2020-08-23T17:39:21.740Z,38.8349991,-122.8164978,1.41,0.56,md,"8km W of Cobb, CA",earthquake,1.0,automatic,nc,nc
2020-08-23T17:38:00.467Z,-9.7729,108.124,10.0,5.1,mww,"263 km SSW of Sidareja, Indonesia",earthquake,12.0,reviewed,us,us
2020-08-23T17:30:00.380Z,38.8125,-122.7801666,4.79,0.33,md,"4km NNW of The Geysers, CA",earthquake,2.0,automatic,nc,nc
2020-08-23T17:14:13.780Z,35.6378333,-117.4868333,7.98,-0.24,ml,"16km SSW of Searles Valley, CA",earthquake,4.0,reviewed,ci,ci
2020-08-23T17:13:13.940Z,40.7288333,-112.062,7.94,0.85,ml,"4 km ENE of Magna, Utah",earthquake,2.0,reviewed,uu,uu
2020-08-23T17:12:41.880Z,53.8605,-166.7505,7.47,0.25,ml,"14 km WSW of Dutch Harbor, Alaska",earthquake,6.0,reviewed,av,av
2020-08-23T17:07:43.735Z,30.4537,87.4987,10.0,4.5,mb,"188 km NW of Rikaze, China",earthquake,43.0,reviewed,us,us
2020-08-23T17:02:08.350Z,38.8095016,-122.7953339,2.75,0.54,md,"5km NW of The Geysers, CA",earthquake,1.0,automatic,nc,nc
2020-08-23T16:51:59.760Z,38.0413333,-118.7451667,3.13,2.08,md,"30km SE of Bodie, CA",earthquake,27.0,reviewed,nc,nc
2020-08-23T16:51:14.890Z,52.0755,-176.1163333,7.37,-0.69,ml,"42 km ENE of Adak, Alaska",earthquake,4.0,reviewed,av,av
2020-08-23T16:46:47.470Z,-4.7948,152.6835,47.88,5.4,mww,"67 km SE of Kokopo, Papua New Guinea",earthquake,28.0,reviewed,us,us
2020-08-23T16:45:30.950Z,61.31066667,-152.2478333,0.69,-0.07,ml,"65 km WNW of Beluga, Alaska",earthquake,8.0,reviewed,av,av
2020-08-23T16:44:01.250Z,40.3353348,-124.5181656,21.04,2.23,md,"20km W of Petrolia, CA",earthquake,7.0,automatic,nc,nc
2020-08-23T16:35:40.260Z,38.8289986,-122.7558365,-0.27,1.04,md,"3km WNW of Cobb, CA",earthquake,2.0,automatic,nc,nc
2020-08-23T16:33:29.370Z,34.2833333,-119.3091667,3.19,1.85,ml,"8km W of Ventura, CA",earthquake,18.0,reviewed,ci,ci
2020-08-23T16:30:49.020Z,53.85733333,-166.7545,7.73,0.01,ml,"14 km WSW of Dutch Harbor, Alaska",earthquake,6.0,reviewed,av,av
2020-08-23T16:29:33.340Z,36.28066667,-98.23716667,7.44,2.11,ml,"6 km NW of Ames, Oklahoma",earthquake,20.0,reviewed,ok,ok
2020-08-23T16:27:11.870Z,61.31033333,-152.2505,-2.77,-0.02,ml,Southern Alaska,earthquake,10.0,reviewed,av,av
2020-08-23T16:13:19.631Z,49.8868,153.4899,203.92,4.1,mb,"207 km WSW of Severo-Kuril’sk, Russia",earthquake,88.0,reviewed,us,us
